Virus.name	UF	Collection.date	Lineage	pangoLEARN_release	SeqN	DataSeq
hCoV-19/Brazil/RJ-FIOCRUZ-9401/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9402/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9403/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9404/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9408/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9409/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9410/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9411/2021	RJ	2021-02-18	B.1.1.94	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9412/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9413/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9414/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9415/2021	RJ	2021-02-18	B.1.1.7	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9416/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9417/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9418/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9419/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9420/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9421/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9422/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9423/2021	RJ	2021-02-18	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9424/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9425/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9428/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9429/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9430/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9431/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9432/2021	RJ	2021-02-19	B.1.1.33	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9433/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9438/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9439/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9440/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9441/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9445/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9446/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9447/2021	RJ	2021-02-20	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9448/2021	RJ	2021-02-20	B.1.1.33	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9449/2021	RJ	2021-02-20	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9450/2021	RJ	2021-02-20	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9451/2021	RJ	2021-02-21	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9452/2021	RJ	2021-02-21	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9453/2021	RJ	2021-02-22	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9454/2021	RJ	2021-02-22	B.1.1.7	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9455/2021	RJ	2021-02-22	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9456/2021	RJ	2021-02-22	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9458/2021	RJ	2021-02-22	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9459/2021	RJ	2021-02-22	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9460/2021	RJ	2021-02-22	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9462/2021	RJ	2021-02-22	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9463/2021	RJ	2021-02-22	B.1.1.7	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9464/2021	RJ	2021-02-22	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9465/2021	RJ	2021-02-22	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9466/2021	RJ	2021-02-23	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9467/2021	RJ	2021-02-23	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9468/2021	RJ	2021-02-18	B.1.1.94	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-9469/2021	RJ	2021-02-19	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/RJ-FIOCRUZ-953/2021	RJ	2021-01-12	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/RJ-FIOCRUZ-9683/2021	RJ	2021-03-05	P.2	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/RJ-FIOCRUZ-979/2021	RJ	2021-01-12	B.1.1.143	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/RJ-FIOCRUZ-996/2021	RJ	2021-01-13	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/RJ-FIOCRUZ-999/2021	RJ	2021-01-13	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/RN-FIOCRUZ-33861/2020	RN	2020-07-10	B.1.1.33	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/RS-FIOCRUZ-14211/2021	RS	2021-02-24	P.1	2021-03-16	MiSeq_LVRS_068	NA
hCoV-19/Brazil/RS-FIOCRUZ-14212/2021	RS	2021-02-24	P.1	2021-03-16	MiSeq_LVRS_068	NA
hCoV-19/Brazil/RS-FIOCRUZ-14216/2021	RS	2021-02-23	P.1	2021-03-16	MiSeq_LVRS_068	NA
hCoV-19/Brazil/RS-FIOCRUZ-14217/2021	RS	2021-02-24	P.1	2021-03-16	MiSeq_LVRS_068	NA
hCoV-19/Brazil/RS-FIOCRUZ-14218/2021	RS	2021-02-25	B.1.1.7	2021-03-16	MiSeq_LVRS_068	NA
hCoV-19/Brazil/RS-FIOCRUZ-14219/2021	RS	2021-02-28	P.2	2021-03-16	MiSeq_LVRS_068	NA
hCoV-19/Brazil/RS-FIOCRUZ-14220/2021	RS	2021-03-02	P.1	2021-03-16	MiSeq_LVRS_068	NA
hCoV-19/Brazil/RS-FIOCRUZ-14221/2021	RS	2021-02-27	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14222/2021	RS	2021-03-02	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14223/2021	RS	2021-03-03	P.1	2021-04-14	MiSeq_LVRS_066 / MiSeq_LVRS_069	NA
hCoV-19/Brazil/RS-FIOCRUZ-14224/2021	RS	2021-03-04	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14226/2021	RS	2021-03-08	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14227/2021	RS	2021-03-08	B.1.1.28	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14228/2021	RS	2021-03-12	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14230/2021	RS	2021-03-11	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14231/2021	RS	2021-03-11	P.2	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14232/2021	RS	2021-03-12	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14233/2021	RS	2021-03-13	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14234/2021	RS	2021-03-12	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14235/2021	RS	2021-03-15	B.1.1.33	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14236/2021	RS	2021-03-15	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14237/2021	RS	2021-03-15	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14238/2021	RS	2021-03-16	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14239/2021	RS	2021-03-15	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14240/2021	RS	2021-03-15	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14241/2021	RS	2021-03-16	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14242/2021	RS	2021-03-16	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14244/2021	RS	2021-03-16	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14245/2021	RS	2021-03-16	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14246/2021	RS	2021-03-17	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14247/2021	RS	2021-03-09	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14249/2021	RS	2021-03-17	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14250/2021	RS	2021-03-19	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14251/2021	RS	2021-03-02	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14252/2021	RS	2021-03-12	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-14253/2021	RS	2021-03-06	P.1	2021-04-14	MiSeq_LVRS_066	NA
hCoV-19/Brazil/RS-FIOCRUZ-15291-1P/2020	RS	2020-08-15	B.1.1	NA	MiSeq_LVRS_064	2021-03-29
hCoV-19/Brazil/RS-FIOCRUZ-2047/2021	RS	2021-01-01	B.1.1.28	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-2048/2021	RS	2021-01-01	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-2053/2021	RS	2021-01-02	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/RS-FIOCRUZ-2055/2021	RS	2021-01-05	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-2056/2021	RS	2021-01-04	B.1.1.28	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-2057/2021	RS	2021-01-07	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/RS-FIOCRUZ-2058/2021	RS	2021-01-06	B.1.1.28	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/RS-FIOCRUZ-2060/2021	RS	2021-01-07	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-2061/2021	RS	2021-01-06	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-2062/2021	RS	2021-01-07	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/RS-FIOCRUZ-2063/2021	RS	2021-01-08	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-2065/2021	RS	2021-01-08	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-2067/2021	RS	2021-01-09	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-2068/2021	RS	2021-01-08	B.1.416	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-2069/2021	RS	2021-01-05	B.1.1.143	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-2070/2021	RS	2021-01-08	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-25488/2020	RS	2020-10-07	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/RS-FIOCRUZ-31533/2020	RS	2020-10-09	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/RS-FIOCRUZ-33187/2020	RS	2020-12-03	B.1.1.143	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/RS-FIOCRUZ-33189/2020	RS	2020-12-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/RS-FIOCRUZ-33190/2020	RS	2020-12-09	B.1.1.28	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-33191/2020	RS	2020-12-09	B.1.1.28	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-33192/2020	RS	2020-12-10	B.1.1.28	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-33194/2020	RS	2020-12-12	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/RS-FIOCRUZ-33195/2020	RS	2020-12-30	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/RS-FIOCRUZ-33196/2020	RS	2020-12-30	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-33197/2020	RS	2020-12-31	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-33198/2020	RS	2020-12-30	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/RS-FIOCRUZ-33199/2020	RS	2020-12-30	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-33200/2020	RS	2020-12-31	B.1.1.28	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-33201/2020	RS	2020-12-30	B.1.1.28	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-33202/2020	RS	2020-12-31	B.1.1.28	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-33203/2020	RS	2020-12-28	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-33204/2020	RS	2020-12-30	B.1.1.28	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-33206/2020	RS	2020-12-31	B.1.1.28	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/RS-FIOCRUZ-33524/2020	RS	2020-11-24	P.2	NA	MiSeq_LVRS_046	2021-02-18
hCoV-19/Brazil/RS-FIOCRUZ-33525/2020	RS	2020-08-28	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/RS-FIOCRUZ-33528/2020	RS	2020-12-01	P.2	NA	MiSeq_LVRS_048	2021-02-26
hCoV-19/Brazil/RS-FIOCRUZ-33548/2020	RS	2020-12-31	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/RS-FIOCRUZ-33550/2020	RS	2020-12-18	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/RS-FIOCRUZ-33556/2020	RS	2020-12-11	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/RS-FIOCRUZ-33563/2020	RS	2020-08-15	B.1.1.28	NA	MiSeq_LVRS_046	2021-02-18
hCoV-19/Brazil/RS-FIOCRUZ-33568/2020	RS	2020-12-26	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/RS-FIOCRUZ-33774/2020	SC	2020-11-18	P.2	NA	MiSeq_LVRS_054	2021-03-07
hCoV-19/Brazil/RS-FIOCRUZ-33776/2020	RS	2020-11-16	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-3860/2021	RS	2021-01-02	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/RS-FIOCRUZ-6236/2020	RS	2020-05-29	B.1.1.29	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/RS-FIOCRUZ-6237/2020	RS	2020-05-31	B.1.91	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/RS-FIOCRUZ-7349/2021	RS	2021-01-14	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7350/2021	RS	2021-01-14	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7351/2021	RS	2021-01-12	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7352/2021	RS	2021-01-14	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7353/2021	RS	2021-01-15	B.1.1.143	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7355/2021	RS	2021-01-20	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7356/2021	RS	2021-01-20	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7357/2021	RS	2021-01-21	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7358/2021	RS	2021-01-21	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7359/2021	RS	2021-01-21	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7360/2021	RS	2021-01-20	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7361/2021	RS	2021-01-21	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7362/2021	RS	2021-01-22	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7364/2021	RS	2021-01-27	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7365/2021	RS	2021-01-26	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7366/2021	RS	2021-01-27	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7367/2021	RS	2021-01-28	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7368/2021	RS	2021-01-30	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7369/2021	RS	2021-01-31	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7370/2021	RS	2021-02-02	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7371/2021	RS	2021-02-01	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7372/2021	RS	2021-02-01	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7373/2021	RS	2021-02-03	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7374/2021	RS	2021-02-12	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7375/2021	RS	2021-02-03	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7376/2021	RS	2021-02-04	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7377/2021	RS	2021-02-05	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7378/2021	RS	2021-02-04	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7379/2021	RS	2021-02-04	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7380/2021	RS	2021-02-08	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7381/2021	RS	2021-02-08	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7382/2021	RS	2021-02-09	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7383/2021	RS	2021-02-05	B.1.1.33	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7384/2021	RS	2021-02-09	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7385/2021	RS	2021-02-09	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7387/2021	RS	2021-02-09	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7388/2021	RS	2021-02-09	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7389/2021	RS	2021-02-10	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7390/2021	RS	2021-02-09	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7391/2021	RS	2021-02-10	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7394/2021	RS	2021-02-10	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7395/2021	RS	2021-02-10	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7396/2021	RS	2021-02-11	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7399/2021	RS	2021-02-10	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7401/2021	RS	2021-02-10	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7403/2021	RS	2021-02-11	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7404/2021	RS	2021-02-11	B.1.1.143	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7405/2021	RS	2021-02-09	B.1.1.28	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7406/2021	RS	2021-02-10	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7407/2021	RS	2021-02-11	P.1	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7408/2021	RS	2021-02-12	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7409/2021	RS	2021-02-11	P.2	NA	MiSeq_LVRS_055	2021-03-08
hCoV-19/Brazil/RS-FIOCRUZ-7410/2021	RS	2021-02-11	P.1	NA	MiSeq_LVRS_055	2021-03-08
